NAC3_code;TOTAL_UNITS;TOTAL1;TOTAL2;TOTAL3;TOTAL4;TOTAL5;TOTAL6;TOTAL7;TOTAL8;TOTAL9;TOTAL10;TOTAL1_2;MT1;MT2;MT3;MT4;MT5;MT6;MT7;MT8;MT9;MT10;MT1_2;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT1_2;WHT1;WHT2;WHT3;WHT4;WHT5;WHT6;WHT7;WHT8;WHT9;WHT10;WHT1_2;WHM1;WHM2;WHM3;WHM4;WHM5;WHM6;WHM7;WHM8;WHM9;WHM10;WHM1_2;WHF1;WHF2;WHF3;WHF4;WHF5;WHF6;WHF7;WHF8;WHF9;WHF10;WHF1_2;BLKT1;BLKT2;BLKT3;BLKT4;BLKT5;BLKT6;BLKT7;BLKT8;BLKT9;BLKT10;BLKT1_2;BLKM1;BLKM2;BLKM3;BLKM4;BLKM5;BLKM6;BLKM7;BLKM8;BLKM9;BLKM10;BLKM1_2;BLKF1;BLKF2;BLKF3;BLKF4;BLKF5;BLKF6;BLKF7;BLKF8;BLKF9;BLKF10;BLKF1_2;HISPT1;HISPT2;HISPT3;HISPT4;HISPT5;HISPT6;HISPT7;HISPT8;HISPT9;HISPT10;HISPT1_2;HISPM1;HISPM2;HISPM3;HISPM4;HISPM5;HISPM6;HISPM7;HISPM8;HISPM9;HISPM10;HISPM1_2;HISPF1;HISPF2;HISPF3;HISPF4;HISPF5;HISPF6;HISPF7;HISPF8;HISPF9;HISPF10;HISPF1_2;ASIANT1;ASIANT2;ASIANT3;ASIANT4;ASIANT5;ASIANT6;ASIANT7;ASIANT8;ASIANT9;ASIANT10;ASIANT1_2;ASIANM1;ASIANM2;ASIANM3;ASIANM4;ASIANM5;ASIANM6;ASIANM7;ASIANM8;ASIANM9;ASIANM10;ASIANM1_2;ASIANF1;ASIANF2;ASIANF3;ASIANF4;ASIANF5;ASIANF6;ASIANF7;ASIANF8;ASIANF9;ASIANF10;ASIANF1_2;AIANT1;AIANT2;AIANT3;AIANT4;AIANT5;AIANT6;AIANT7;AIANT8;AIANT9;AIANT10;AIANT1_2;AIANM1;AIANM2;AIANM3;AIANM4;AIANM5;AIANM6;AIANM7;AIANM8;AIANM9;AIANM10;AIANM1_2;AIANF1;AIANF2;AIANF3;AIANF4;AIANF5;AIANF6;AIANF7;AIANF8;AIANF9;AIANF10;AIANF1_2;nhopiT1;nhopiT2;nhopiT3;nhopiT4;nhopiT5;nhopiT6;nhopiT7;nhopiT8;nhopiT9;nhopiT10;nhopiT1_2;NHOPIM1;NHOPIM2;NHOPIM3;NHOPIM4;NHOPIM5;NHOPIM6;NHOPIM7;NHOPIM8;NHOPIM9;NHOPIM10;NHOPIM1_2;NHOPIF1;NHOPIF2;NHOPIF3;NHOPIF4;NHOPIF5;NHOPIF6;NHOPIF7;NHOPIF8;NHOPIF9;NHOPIF10;NHOPIF1_2;tomrT1;tomrT2;tomrT3;tomrT4;tomrT5;tomrT6;tomrT7;tomrT8;tomrT9;tomrT10;tomrT1_2;TOMRM1;TOMRM2;TOMRM3;TOMRM4;TOMRM5;TOMRM6;TOMRM7;TOMRM8;TOMRM9;TOMRM10;TOMRM1_2;TOMRF1;TOMRF2;TOMRF3;TOMRF4;TOMRF5;TOMRF6;TOMRF7;TOMRF8;TOMRF9;TOMRF10;TOMRF1_2;MinT1;MinT2;MinT3;MinT4;MinT5;MinT6;MinT7;MinT8;MinT9;MinT10;MinT1_2;MinF1;MinF2;MinF3;MinF4;MinF5;MinF6;MinF7;MinF8;MinF9;MinF10;MinF1_2;MinM1;MinM2;MinM3;MinM4;MinM5;MinM6;MinM7;MinM8;MinM9;MinM10;MinM1_2;WHMp1;WHMp1_2;WHMp2;WHMp3;WHMp4;WHMp5;WHMp6;WHMp7;WHMp8;WHMp9;WHMp10;BLKMp1;BLKMp1_2;BLKMp2;BLKMp3;BLKMp4;BLKMp5;BLKMp6;BLKMp7;BLKMp8;BLKMp9;BLKMp10;HISPMp1;HISPMp1_2;HISPMp2;HISPMp3;HISPMp4;HISPMp5;HISPMp6;HISPMp7;HISPMp8;HISPMp9;HISPMp10;AIANMp1;AIANMp1_2;AIANMp2;AIANMp3;AIANMp4;AIANMp5;AIANMp6;AIANMp7;AIANMp8;AIANMp9;AIANMp10;nhopiMp1;nhopiMp1_2;nhopiMp2;nhopiMp3;nhopiMp4;nhopiMp5;nhopiMp6;nhopiMp7;nhopiMp8;nhopiMp9;nhopiMp10;asianMp1;asianMp1_2;asianMp2;asianMp3;asianMp4;asianMp5;asianMp6;asianMp7;asianMp8;asianMp9;asianMp10;tomrMp1;tomrMp1_2;tomrMp2;tomrMp3;tomrMp4;tomrMp5;tomrMp6;tomrMp7;tomrMp8;tomrMp9;tomrMp10;MinMp1;MinMp1_2;MinMp2;MinMp3;MinMp4;MinMp5;MinMp6;MinMp7;MinMp8;MinMp9;MinMp10;WHfp1;WHfp1_2;WHfp2;WHfp3;WHfp4;WHfp5;WHfp6;WHfp7;WHfp8;WHfp9;WHfp10;BLKfp1;BLKfp1_2;BLKfp2;BLKfp3;BLKfp4;BLKfp5;BLKfp6;BLKfp7;BLKfp8;BLKfp9;BLKfp10;HISPfp1;HISPfp1_2;HISPfp2;HISPfp3;HISPfp4;HISPfp5;HISPfp6;HISPfp7;HISPfp8;HISPfp9;HISPfp10;AIANfp1;AIANfp1_2;AIANfp2;AIANfp3;AIANfp4;AIANfp5;AIANfp6;AIANfp7;AIANfp8;AIANfp9;AIANfp10;nhopifp1;nhopifp1_2;nhopifp2;nhopifp3;nhopifp4;nhopifp5;nhopifp6;nhopifp7;nhopifp8;nhopifp9;nhopifp10;asianfp1;asianfp1_2;asianfp2;asianfp3;asianfp4;asianfp5;asianfp6;asianfp7;asianfp8;asianfp9;asianfp10;tomrfp1;tomrfp1_2;tomrfp2;tomrfp3;tomrfp4;tomrfp5;tomrfp6;tomrfp7;tomrfp8;tomrfp9;tomrfp10;MinFp1;MinFp1_2;MinFp2;MinFp3;MinFp4;MinFp5;MinFp6;MinFp7;MinFp8;MinFp9;MinFp10;WHtp1;WHtp1_2;WHtp2;WHtp3;WHtp4;WHtp5;WHtp6;WHtp7;WHtp8;WHtp9;WHtp10;BLKtp1;BLKtp1_2;BLKtp2;BLKtp3;BLKtp4;BLKtp5;BLKtp6;BLKtp7;BLKtp8;BLKtp9;BLKtp10;HISPtp1;HISPtp1_2;HISPtp2;HISPtp3;HISPtp4;HISPtp5;HISPtp6;HISPtp7;HISPtp8;HISPtp9;HISPtp10;AIANtp1;AIANtp1_2;AIANtp2;AIANtp3;AIANtp4;AIANtp5;AIANtp6;AIANtp7;AIANtp8;AIANtp9;AIANtp10;nhopitp1;nhopitp1_2;nhopitp2;nhopitp3;nhopitp4;nhopitp5;nhopitp6;nhopitp7;nhopitp8;nhopitp9;nhopitp10;asiantp1;asiantp1_2;asiantp2;asiantp3;asiantp4;asiantp5;asiantp6;asiantp7;asiantp8;asiantp9;asiantp10;tomrtp1;tomrtp1_2;tomrtp2;tomrtp3;tomrtp4;tomrtp5;tomrtp6;tomrtp7;tomrtp8;tomrtp9;tomrtp10;MinTp1;MinTp1_2;MinTp2;MinTp3;MinTp4;MinTp5;MinTp6;MinTp7;MinTp8;MinTp9;MinTp10;MTp1;MTp1_2;MTp2;MTp3;MTp4;MTp5;MTp6;MTp7;MTp8;MTp9;MTp10;FTp1;FTp1_2;FTp2;FTp3;FTp4;FTp5;FTp6;FTp7;FTp8;FTp9;FTp10;PTOTAL1;PTOTAL1_2;PTOTAL2;PTOTAL3;PTOTAL4;PTOTAL5;PTOTAL6;PTOTAL7;PTOTAL8;PTOTAL9;PTOTAL10;NAC3_Label;FIRMS;pctofst
111;554;2042;8518;2011;4819;5566;5562;12152;84986;1730;134883;7497;1667;5476;1306;3312;1015;4902;9455;58188;883;91992;5788;375;3042;705;1507;4551;660;2697;26798;847;42891;1709;1723;6670;1253;4398;3862;2037;2863;4878;733;33213;4796;1405;4402;856;3083;637;1886;2215;3246;353;21670;3587;318;2268;397;1315;3225;151;648;1632;380;11543;1209;19;311;90;54;193;241;676;856;211;2792;141;14;147;37;23;37;215;545;595;49;1753;91;5;164;53;31;156;26;131;261;162;1039;50;218;678;556;267;1323;3075;8078;76917;751;94127;2264;182;432;341;150;300;2618;6334;53341;464;66073;1911;36;246;215;117;1023;457;1744;23576;287;28054;353;60;783;52;62;114;99;390;1090;23;2897;224;48;456;24;39;22;83;247;541;13;1626;153;12;327;28;23;92;16;143;549;10;1271;71;11;28;47;17;23;84;55;255;1;559;38;10;15;39;4;3;78;45;188;0;408;26;1;13;8;13;20;6;10;67;1;151;12;2;34;8;7;17;19;63;324;5;502;23;1;18;6;5;8;15;46;172;2;284;11;1;16;2;2;9;4;17;152;3;218;12;9;14;5;14;34;7;27;666;6;793;11;7;6;3;8;8;7;23;105;2;178;9;2;8;2;6;26;0;4;561;4;615;2;319;1848;758;421;1704;3525;9289;80108;997;101670;2701;57;774;308;192;1326;509;2049;25166;467;31348;500;262;1074;450;229;378;3016;7240;54942;530;70322;2201;68.8051;47.8458;51.6788;42.5659;63.9759;11.4445;33.9087;18.2275;3.8195;20.4046;16.0658;0.6856;1.2138;1.7258;1.8399;0.4773;0.6648;3.8655;4.4849;0.7001;2.8324;1.2996;8.9128;25.4902;5.0716;16.9567;3.1127;5.3899;47.0694;52.1231;62.7645;26.8208;48.9854;0.4897;0.3468;0.1761;1.9393;0.083;0.0539;1.4024;0.3703;0.2212;0;0.3025;0.049;0.1467;0.2113;0.2984;0.1038;0.1437;0.2697;0.3785;0.2024;0.1156;0.2106;2.3506;2.0408;5.3534;1.1934;0.8093;0.3953;1.4923;2.0326;0.6366;0.7514;1.2055;0.3428;0.12;0.0704;0.1492;0.166;0.1437;0.1259;0.1893;0.1235;0.1156;0.132;12.8306;29.3584;12.6086;22.3769;4.752;6.7912;54.2251;59.5787;64.6483;30.6358;52.1356;15.573;16.1265;26.626;19.7414;27.2878;57.9411;2.7149;5.3325;1.9203;21.9653;8.5578;0.2449;0.6669;1.9253;2.6355;0.6433;2.8027;0.4675;1.078;0.3071;9.3642;0.7703;1.763;4.7086;2.888;10.6912;2.4279;18.3794;8.2165;14.3515;27.741;16.5896;20.7988;0.049;0.1601;0.1526;0.3978;0.2698;0.3593;0.1079;0.0823;0.0788;0.0578;0.1119;0.049;0.1601;0.1878;0.0995;0.0415;0.1617;0.0719;0.1399;0.1789;0.1734;0.1616;0.5877;0.947;3.8389;1.3923;0.4773;1.6529;0.2877;1.1768;0.646;0.578;0.9423;0.0979;0.0267;0.0939;0.0995;0.1245;0.4671;0;0.0329;0.6601;0.2312;0.456;2.7914;6.6693;9.0866;15.3158;3.9842;23.8232;9.1514;16.8614;29.6119;26.9942;23.2409;84.3781;63.9723;78.3048;62.3073;91.2637;69.3856;36.6235;23.5599;5.7398;42.3699;24.6236;0.9305;1.8808;3.6511;4.4754;1.1206;3.4675;4.333;5.5629;1.0072;12.1965;2.0699;10.6758;30.1987;7.9596;27.6479;5.5406;23.7693;55.2859;66.4747;90.5055;43.4104;69.7842;0.5387;0.5069;0.3287;2.3371;0.3528;0.4132;1.5102;0.4526;0.3;0.0578;0.4144;0.0979;0.3068;0.3992;0.3978;0.1453;0.3054;0.3416;0.5184;0.3812;0.289;0.3722;2.9383;2.9879;9.1923;2.5858;1.2866;2.0481;1.7799;3.2093;1.2826;1.3295;2.1478;0.4407;0.1467;0.1644;0.2486;0.2905;0.6109;0.1259;0.2222;0.7837;0.3468;0.5879;15.6219;36.0277;21.6952;37.6927;8.7363;30.6144;63.3765;76.4401;94.2602;57.6301;75.3764;81.6357;77.2042;64.2874;64.9428;68.728;18.2357;88.1338;77.8061;68.4677;51.0405;68.2013;18.3643;22.7958;35.7126;35.0572;31.272;81.7643;11.8662;22.1939;31.5323;48.9595;31.7987;100;100;100;100;100;100;100;100;100;100;100;Crop Production;374;5.2356486733
112;329;1136;1875;2594;750;3100;4718;11785;33419;962;66233;5894;916;1015;1219;467;483;4289;9336;21915;636;44829;4553;220;860;1375;283;2617;429;2449;11504;326;21404;1341;1082;1654;1821;677;2516;3052;5892;9919;514;31889;4762;875;906;844;425;381;2817;4779;6758;313;21743;3645;207;748;977;252;2135;235;1113;3161;201;10146;1117;7;47;187;8;175;365;1278;3550;155;6030;258;5;18;61;3;29;296;1069;2189;110;3960;180;2;29;126;5;146;69;209;1361;45;2070;78;24;75;473;46;330;1179;4353;18660;272;26159;747;20;41;271;31;56;1081;3296;12316;196;17946;638;4;34;202;15;274;98;1057;6344;76;8213;109;15;84;85;14;40;66;100;936;15;1416;61;10;39;32;6;7;48;63;388;12;647;42;5;45;53;8;33;18;37;548;3;769;19;2;5;10;2;16;37;121;147;1;395;54;1;3;6;0;3;33;95;113;1;294;39;1;2;4;2;13;4;26;34;0;101;15;1;5;3;2;6;13;20;149;2;204;3;1;4;2;2;0;11;17;110;2;152;3;0;1;1;0;6;2;3;39;0;52;0;5;5;15;1;17;6;21;58;3;140;9;4;4;3;0;7;3;17;41;2;87;6;1;1;12;1;10;3;4;17;1;53;3;54;221;773;73;584;1666;5893;23500;448;34344;1132;13;112;398;31;482;194;1336;8343;125;11258;224;41;109;375;42;102;1472;4557;15157;323;23086;908;77.0246;61.8426;48.32;32.5366;56.6667;12.2903;59.7075;40.5515;20.222;32.5364;32.828;0.4401;3.054;0.96;2.3516;0.4;0.9355;6.2738;9.0709;6.5502;11.4345;5.9789;1.7606;10.8246;2.1867;10.4472;4.1333;1.8065;22.9123;27.9678;36.8533;20.3742;27.0953;0.088;0.6617;0.16;0.2313;0;0.0968;0.6994;0.8061;0.3381;0.104;0.4439;0.088;0.0509;0.2133;0.0771;0.2667;0;0.2331;0.1443;0.3292;0.2079;0.2295;0.8803;0.7126;2.08;1.2336;0.8;0.2258;1.0174;0.5346;1.161;1.2474;0.9769;0.3521;0.1018;0.2133;0.1157;0;0.2258;0.0636;0.1443;0.1227;0.2079;0.1314;3.6092;15.4055;5.8133;14.4564;5.6;3.2903;31.1997;38.6678;45.3544;33.5759;34.8557;18.2218;18.9515;39.8933;37.6638;33.6;68.871;4.9809;9.4442;9.4587;20.894;15.3186;0.1761;1.3234;1.5467;4.8574;0.6667;4.7097;1.4625;1.7734;4.0725;4.6778;3.1253;0.3521;1.8493;1.8133;7.7872;2;8.8387;2.0772;8.969;18.9832;7.9002;12.4002;0.088;0.2545;0.1067;0.1542;0.2667;0.4194;0.0848;0.2206;0.1017;0;0.1525;0;0;0.0533;0.0386;0;0.1935;0.0424;0.0255;0.1167;0;0.0785;0.4401;0.3224;2.4;2.0432;1.0667;1.0645;0.3815;0.314;1.6398;0.3119;1.1611;0.088;0.0509;0.0533;0.4626;0.1333;0.3226;0.0636;0.0339;0.0509;0.104;0.08;1.1444;3.8005;5.9733;15.3431;4.1333;15.5484;4.1119;11.3364;24.9648;12.9938;16.9976;95.2465;80.794;88.2133;70.2005;90.2667;81.1613;64.6884;49.9958;29.6807;53.4304;48.1467;0.6162;4.3773;2.5067;7.2089;1.0667;5.6452;7.7363;10.8443;10.6227;16.1123;9.1042;2.1127;12.6739;4;18.2344;6.1333;10.6452;24.9894;36.9368;55.8365;28.2744;39.4954;0.1761;0.9162;0.2667;0.3855;0.2667;0.5161;0.7842;1.0267;0.4399;0.104;0.5964;0.088;0.0509;0.2667;0.1157;0.2667;0.1935;0.2755;0.1697;0.4459;0.2079;0.308;1.3204;1.035;4.48;3.2768;1.8667;1.2903;1.3989;0.8485;2.8008;1.5593;2.1379;0.4401;0.1527;0.2667;0.5783;0.1333;0.5484;0.1272;0.1782;0.1736;0.3119;0.2114;4.7535;19.206;11.7867;29.7995;9.7333;18.8387;35.3116;50.0042;70.3193;46.5696;51.8533;80.6338;77.248;54.1333;46.9931;62.2667;15.5806;90.9072;79.2193;65.5765;66.1123;67.6838;19.3662;22.752;45.8667;53.0069;37.7333;84.4194;9.0928;20.7807;34.4235;33.8877;32.3162;100;100;100;100;100;100;100;100;100;100;100;Animal Production;132;11.886823789
113;36;114;1467;249;96;557;626;790;652;57;5300;692;86;912;185;71;100;616;772;531;33;3784;478;28;555;64;25;457;10;18;121;24;1516;214;108;1291;217;93;485;554;646;292;30;4354;638;81;812;161;69;89;546;631;256;28;3110;437;27;479;56;24;396;8;15;36;2;1244;201;0;43;2;1;22;15;23;17;22;163;18;0;25;2;0;3;14;21;17;1;93;10;0;18;0;1;19;1;2;0;21;70;8;2;23;19;1;19;46;105;329;5;565;16;1;14;15;1;3;46;104;246;4;450;16;1;9;4;0;16;0;1;83;1;115;0;2;98;7;1;23;4;1;3;0;155;16;2;55;3;1;3;4;1;2;0;82;11;0;43;4;0;20;0;0;1;0;73;5;1;11;3;0;5;7;15;9;0;54;3;1;5;3;0;1;6;15;8;0;42;3;0;6;0;0;4;1;0;1;0;12;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;1;1;1;0;1;0;0;2;0;7;1;1;1;1;0;1;0;0;2;0;7;1;0;0;0;0;0;0;0;0;0;0;0;6;176;32;3;72;72;144;360;27;946;54;1;76;8;1;61;2;3;85;22;272;13;5;100;24;2;11;70;141;275;5;674;41;71.0526;63.1503;55.3511;64.6586;71.875;15.9785;87.2204;79.8734;39.2638;49.1228;58.6792;0;1.4451;1.7042;0.8032;0;0.5386;2.2364;2.6582;2.6074;1.7544;1.7547;0.8772;2.3121;0.9543;6.0241;1.0417;0.5386;7.3482;13.1646;37.7301;7.0175;8.4906;0.8772;0.4335;0.3408;1.2048;0;0.1795;0.9585;1.8987;1.227;0;0.7925;0;0;0;0;0;0;0;0;0;0;0;1.7544;1.5896;3.7491;1.2048;1.0417;0.5386;0.639;0.1266;0.3067;0;1.5472;0.8772;0.1445;0.0682;0.4016;0;0.1795;0;0;0.3067;0;0.1321;4.386;5.9249;6.8166;9.6386;2.0833;1.9749;11.1821;17.8481;42.1779;8.7719;12.717;23.6842;29.0462;32.6517;22.49;25;71.0952;1.278;1.8987;5.5215;3.5088;23.4717;0;1.1561;1.227;0;1.0417;3.4111;0.1597;0.2532;0;36.8421;1.3208;0.8772;0;0.6135;1.6064;0;2.8725;0;0.1266;12.7301;1.7544;2.1698;0;0;0.409;0;0;0.7181;0.1597;0;0.1534;0;0.2264;0;0;0;0;0;0.3591;0;0;0;0;0.0377;0;0.7225;2.9312;1.6064;0;3.5907;0;0;0.1534;0;1.3774;0;0;0;0;0;0;0;0;0;0;0;0.8772;1.8786;5.1806;3.2129;1.0417;10.9515;0.3195;0.3797;13.0368;38.5965;5.1321;94.7368;92.1965;88.0027;87.1486;96.875;87.0736;88.4984;81.7722;44.7853;52.6316;82.1509;0;2.6012;2.9312;0.8032;1.0417;3.9497;2.3962;2.9114;2.6074;38.5965;3.0755;1.7544;2.3121;1.5678;7.6305;1.0417;3.4111;7.3482;13.2911;50.4601;8.7719;10.6604;0.8772;0.4335;0.7498;1.2048;0;0.8977;1.1182;1.8987;1.3804;0;1.0189;0;0;0;0;0;0.3591;0;0;0;0;0.0377;1.7544;2.3121;6.6803;2.8112;1.0417;4.1293;0.639;0.1266;0.4601;0;2.9245;0.8772;0.1445;0.0682;0.4016;0;0.1795;0;0;0.3067;0;0.1321;5.2632;7.8035;11.9973;12.8514;3.125;12.9264;11.5016;18.2278;55.2147;47.3684;17.8491;75.4386;69.0751;62.1677;74.2972;73.9583;17.9533;98.4026;97.7215;81.4417;57.8947;71.3962;24.5614;30.9249;37.8323;25.7028;26.0417;82.0467;1.5974;2.2785;18.5583;42.1053;28.6038;100;100;100;100;100;100;100;100;100;100;100;Forestry and Logging;23;55.962264151
114;33;88;170;28;298;351;282;1486;3231;124;6549;491;79;124;23;211;86;218;853;2586;105;4717;432;9;46;5;87;265;64;633;645;19;1832;59;71;158;18;235;228;84;269;922;21;2359;353;65;117;13;169;50;69;247;756;17;1820;317;6;41;5;66;178;15;22;166;4;539;36;10;3;2;2;34;46;974;552;84;1792;85;8;2;2;2;11;31;403;504;70;1111;78;2;1;0;0;23;15;571;48;14;681;7;3;3;2;17;30;120;160;1378;6;1745;26;2;1;2;11;12;89;124;1036;5;1302;20;1;2;0;6;18;31;36;342;1;443;6;4;4;5;42;54;27;77;279;7;525;26;4;2;5;28;11;25;73;206;7;378;17;0;2;0;14;43;2;4;73;0;147;9;0;0;1;0;2;1;2;27;0;33;0;0;0;1;0;0;1;2;21;0;25;0;0;0;0;0;2;0;0;6;0;8;0;0;2;0;1;2;4;0;55;0;64;0;0;2;0;0;2;3;0;47;0;54;0;0;0;0;1;0;1;0;8;0;10;0;0;0;0;1;1;0;4;18;6;31;1;0;0;0;1;0;0;4;16;6;27;0;0;0;0;0;1;0;0;2;0;4;1;17;12;10;63;123;198;1217;2309;103;4190;138;3;5;0;21;87;49;611;479;15;1293;23;14;7;10;42;36;149;606;1830;88;2897;115;73.8636;64.5621;68.8235;46.4286;56.7114;14.245;24.4681;16.6218;23.3983;13.7097;27.7905;9.0909;15.8859;1.1765;7.1429;0.6711;3.1339;10.9929;27.1198;15.5989;56.4516;16.9644;2.2727;4.0733;0.5882;7.1429;3.6913;3.4188;31.5603;8.3445;32.0644;4.0323;19.8809;0;0;0;3.5714;0;0;0.3546;0.1346;0.65;0;0.3817;0;0;1.1765;0;0;0.5698;1.0638;0;1.4547;0;0.8246;4.5455;3.4623;1.1765;17.8571;9.396;3.1339;8.8652;4.9125;6.3757;5.6452;5.7719;0;0;0;0;0.3356;0;0;0.2692;0.4952;4.8387;0.4123;15.9091;23.4216;4.1176;35.7143;14.094;10.2564;52.8369;40.7806;56.6388;70.9677;44.2358;6.8182;7.332;24.1176;17.8571;22.1477;50.7123;5.3191;1.4805;5.1377;3.2258;8.2303;2.2727;1.4257;0.5882;0;0;6.5527;5.3191;38.4253;1.4856;11.2903;10.3985;1.1364;1.222;1.1765;0;2.0134;5.1282;10.9929;2.4226;10.585;0.8065;6.7644;0;0;0;0;0;0.5698;0;0;0.1857;0;0.1222;0;0;0;0;0.3356;0;0.3546;0;0.2476;0;0.1527;0;1.833;1.1765;0;4.698;12.2507;0.7092;0.2692;2.2594;0;2.2446;0;0.2037;0;0;0;0.2849;0;0;0.0619;0;0.0611;3.4091;4.6843;2.9412;0;7.047;24.7863;17.3759;41.1171;14.8251;12.0968;19.7435;80.6818;71.8941;92.9412;64.2857;78.8591;64.9573;29.7872;18.1023;28.5361;16.9355;36.0208;11.3636;17.3116;1.7647;7.1429;0.6711;9.6866;16.3121;65.5451;17.0845;67.7419;27.363;3.4091;5.2953;1.7647;7.1429;5.7047;8.547;42.5532;10.7672;42.6493;4.8387;26.6453;0;0;0;3.5714;0;0.5698;0.3546;0.1346;0.8357;0;0.5039;0;0;1.1765;0;0.3356;0.5698;1.4184;0;1.7023;0;0.9772;4.5455;5.2953;2.3529;17.8571;14.094;15.3846;9.5745;5.1817;8.6351;5.6452;8.0165;0;0.2037;0;0;0.3356;0.2849;0;0.2692;0.5571;4.8387;0.4734;19.3182;28.1059;7.0588;35.7143;21.1409;35.0427;70.2128;81.8977;71.4639;83.0645;63.9792;89.7727;87.9837;72.9412;82.1429;70.8054;24.5014;77.305;57.4024;80.0371;84.6774;72.0263;10.2273;12.0163;27.0588;17.8571;29.1946;75.4986;22.695;42.5976;19.9629;15.3226;27.9737;100;100;100;100;100;100;100;100;100;100;100;Fishing, Hunting and Trapping;13;28.859367842
115;265;867;6422;1261;1840;3503;2781;10209;29751;2992;62801;3175;714;1557;943;1445;677;2438;8614;19616;2353;40814;2457;153;4865;318;395;2826;343;1595;10135;639;21987;718;800;2108;762;1706;2287;1005;3616;2614;950;18021;2173;661;1367;596;1358;337;956;3392;2231;883;13420;1639;139;741;166;348;1950;49;224;383;67;4601;534;1;4045;24;19;104;95;655;525;79;5606;59;1;20;14;15;10;81;592;422;40;1237;42;0;4025;10;4;94;14;63;103;39;4369;17;49;161;426;80;968;1617;5702;25645;1861;37366;857;39;105;295;59;295;1354;4426;16532;1332;25153;716;10;56;131;21;673;263;1276;9113;529;12213;141;9;77;22;11;88;37;121;649;41;1108;53;5;46;17;4;20;23;99;223;40;512;35;4;31;5;7;68;14;22;426;1;596;18;0;3;7;2;10;5;65;83;29;211;7;0;2;5;1;1;5;63;69;28;180;6;0;1;2;1;9;0;2;14;1;31;1;2;1;1;2;17;1;8;80;7;124;5;2;0;1;0;6;1;6;54;7;81;4;0;1;0;2;11;0;2;26;0;43;1;6;27;19;20;29;21;42;155;25;365;21;6;17;15;8;8;18;36;85;23;231;15;0;10;4;12;21;3;6;70;2;134;6;67;4314;499;134;1216;1776;6593;27137;2042;44780;1002;14;4124;152;47;876;294;1371;9752;572;17386;184;53;190;347;87;340;1482;5222;17385;1470;27394;818;76.2399;51.622;21.2862;47.2641;73.8043;9.6203;34.3761;33.2256;7.4989;29.512;21.3691;0.1153;1.3228;0.3114;1.1102;0.8152;0.2855;2.9126;5.7988;1.4184;1.3369;1.9697;4.4983;22.5512;1.635;23.3941;3.2065;8.4214;48.6875;43.3539;55.5679;44.5187;40.0519;0;0.189;0.0311;0.3965;0.0543;0.0285;0.1798;0.6171;0.2319;0.9358;0.2866;0.2307;0.126;0;0.0793;0;0.1713;0.036;0.0588;0.1815;0.234;0.129;0.5767;1.1024;0.7163;1.3481;0.2174;0.5709;0.827;0.9697;0.7496;1.3369;0.8153;0.692;0.4724;0.2647;1.1895;0.4348;0.2284;0.6472;0.3526;0.2857;0.7687;0.3678;6.113;25.7638;2.9586;27.5178;4.7283;9.706;53.2902;51.1509;58.435;49.131;43.6203;16.0323;16.8189;11.5385;13.1642;18.913;55.6666;1.762;2.1941;1.2874;2.2393;7.3263;0;0.5354;62.6752;0.793;0.2174;2.6834;0.5034;0.6171;0.3462;1.3035;6.9569;1.1534;4.4409;0.872;10.3886;1.1413;19.2121;9.457;12.4988;30.6309;17.6805;19.4471;0;0.0315;0.0156;0.1586;0.0543;0.2569;0;0.0196;0.0471;0.0334;0.0494;0;0.0315;0.0156;0;0.1087;0.314;0;0.0196;0.0874;0;0.0685;0.4614;0.5669;0.4827;0.3965;0.3804;1.9412;0.5034;0.2155;1.4319;0.0334;0.949;0;0.189;0.1557;0.3172;0.6522;0.5995;0.1079;0.0588;0.2353;0.0668;0.2134;1.6148;5.7953;64.2168;12.0539;2.5543;25.0071;10.5717;13.4293;32.7787;19.1176;27.6843;92.2722;68.4409;32.8247;60.4282;92.7174;65.2869;36.1381;35.4197;8.7863;31.7513;28.6954;0.1153;1.8583;62.9866;1.9033;1.0326;2.9689;3.416;6.4159;1.7646;2.6404;8.9266;5.6517;26.9921;2.507;33.7827;4.3478;27.6335;58.1446;55.8527;86.1988;62.1992;59.4991;0;0.2205;0.0467;0.5551;0.1087;0.2855;0.1798;0.6367;0.279;0.9693;0.336;0.2307;0.1575;0.0156;0.0793;0.1087;0.4853;0.036;0.0784;0.2689;0.234;0.1974;1.0381;1.6693;1.199;1.7446;0.5978;2.5121;1.3305;1.1852;2.1814;1.3703;1.7643;0.692;0.6614;0.4204;1.5067;1.087;0.8279;0.7551;0.4114;0.521;0.8356;0.5812;7.7278;31.5591;67.1753;39.5718;7.2826;34.7131;63.8619;64.5803;91.2137;68.2487;71.3046;82.3529;77.3858;24.2448;74.7819;78.5326;19.3263;87.6663;84.3765;65.9339;78.643;64.9894;17.6471;22.6142;75.7552;25.2181;21.4674;80.6737;12.3337;15.6235;34.0661;21.357;35.0106;100;100;100;100;100;100;100;100;100;100;100;Support Activities for Agriculture and Forestry;166;7.1288673747
