CBSA_code;TOTAL_UNITS;TOTAL1;TOTAL2;TOTAL3;TOTAL4;TOTAL5;TOTAL6;TOTAL7;TOTAL8;TOTAL9;TOTAL10;TOTAL1_2;MT1;MT2;MT3;MT4;MT5;MT6;MT7;MT8;MT9;MT10;MT1_2;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT1_2;WHT1;WHT2;WHT3;WHT4;WHT5;WHT6;WHT7;WHT8;WHT9;WHT10;WHT1_2;WHM1;WHM2;WHM3;WHM4;WHM5;WHM6;WHM7;WHM8;WHM9;WHM10;WHM1_2;WHF1;WHF2;WHF3;WHF4;WHF5;WHF6;WHF7;WHF8;WHF9;WHF10;WHF1_2;BLKT1;BLKT2;BLKT3;BLKT4;BLKT5;BLKT6;BLKT7;BLKT8;BLKT9;BLKT10;BLKT1_2;BLKM1;BLKM2;BLKM3;BLKM4;BLKM5;BLKM6;BLKM7;BLKM8;BLKM9;BLKM10;BLKM1_2;BLKF1;BLKF2;BLKF3;BLKF4;BLKF5;BLKF6;BLKF7;BLKF8;BLKF9;BLKF10;BLKF1_2;HISPT1;HISPT2;HISPT3;HISPT4;HISPT5;HISPT6;HISPT7;HISPT8;HISPT9;HISPT10;HISPT1_2;HISPM1;HISPM2;HISPM3;HISPM4;HISPM5;HISPM6;HISPM7;HISPM8;HISPM9;HISPM10;HISPM1_2;HISPF1;HISPF2;HISPF3;HISPF4;HISPF5;HISPF6;HISPF7;HISPF8;HISPF9;HISPF10;HISPF1_2;ASIANT1;ASIANT2;ASIANT3;ASIANT4;ASIANT5;ASIANT6;ASIANT7;ASIANT8;ASIANT9;ASIANT10;ASIANT1_2;ASIANM1;ASIANM2;ASIANM3;ASIANM4;ASIANM5;ASIANM6;ASIANM7;ASIANM8;ASIANM9;ASIANM10;ASIANM1_2;ASIANF1;ASIANF2;ASIANF3;ASIANF4;ASIANF5;ASIANF6;ASIANF7;ASIANF8;ASIANF9;ASIANF10;ASIANF1_2;AIANT1;AIANT2;AIANT3;AIANT4;AIANT5;AIANT6;AIANT7;AIANT8;AIANT9;AIANT10;AIANT1_2;AIANM1;AIANM2;AIANM3;AIANM4;AIANM5;AIANM6;AIANM7;AIANM8;AIANM9;AIANM10;AIANM1_2;AIANF1;AIANF2;AIANF3;AIANF4;AIANF5;AIANF6;AIANF7;AIANF8;AIANF9;AIANF10;AIANF1_2;nhopiT1;nhopiT2;nhopiT3;nhopiT4;nhopiT5;nhopiT6;nhopiT7;nhopiT8;nhopiT9;nhopiT10;nhopiT1_2;NHOPIM1;NHOPIM2;NHOPIM3;NHOPIM4;NHOPIM5;NHOPIM6;NHOPIM7;NHOPIM8;NHOPIM9;NHOPIM10;NHOPIM1_2;NHOPIF1;NHOPIF2;NHOPIF3;NHOPIF4;NHOPIF5;NHOPIF6;NHOPIF7;NHOPIF8;NHOPIF9;NHOPIF10;NHOPIF1_2;tomrT1;tomrT2;tomrT3;tomrT4;tomrT5;tomrT6;tomrT7;tomrT8;tomrT9;tomrT10;tomrT1_2;TOMRM1;TOMRM2;TOMRM3;TOMRM4;TOMRM5;TOMRM6;TOMRM7;TOMRM8;TOMRM9;TOMRM10;TOMRM1_2;TOMRF1;TOMRF2;TOMRF3;TOMRF4;TOMRF5;TOMRF6;TOMRF7;TOMRF8;TOMRF9;TOMRF10;TOMRF1_2;MinT1;MinT2;MinT3;MinT4;MinT5;MinT6;MinT7;MinT8;MinT9;MinT10;MinT1_2;MinF1;MinF2;MinF3;MinF4;MinF5;MinF6;MinF7;MinF8;MinF9;MinF10;MinF1_2;MinM1;MinM2;MinM3;MinM4;MinM5;MinM6;MinM7;MinM8;MinM9;MinM10;MinM1_2;WHMp1;WHMp1_2;WHMp2;WHMp3;WHMp4;WHMp5;WHMp6;WHMp7;WHMp8;WHMp9;WHMp10;BLKMp1;BLKMp1_2;BLKMp2;BLKMp3;BLKMp4;BLKMp5;BLKMp6;BLKMp7;BLKMp8;BLKMp9;BLKMp10;HISPMp1;HISPMp1_2;HISPMp2;HISPMp3;HISPMp4;HISPMp5;HISPMp6;HISPMp7;HISPMp8;HISPMp9;HISPMp10;AIANMp1;AIANMp1_2;AIANMp2;AIANMp3;AIANMp4;AIANMp5;AIANMp6;AIANMp7;AIANMp8;AIANMp9;AIANMp10;nhopiMp1;nhopiMp1_2;nhopiMp2;nhopiMp3;nhopiMp4;nhopiMp5;nhopiMp6;nhopiMp7;nhopiMp8;nhopiMp9;nhopiMp10;asianMp1;asianMp1_2;asianMp2;asianMp3;asianMp4;asianMp5;asianMp6;asianMp7;asianMp8;asianMp9;asianMp10;tomrMp1;tomrMp1_2;tomrMp2;tomrMp3;tomrMp4;tomrMp5;tomrMp6;tomrMp7;tomrMp8;tomrMp9;tomrMp10;MinMp1;MinMp1_2;MinMp2;MinMp3;MinMp4;MinMp5;MinMp6;MinMp7;MinMp8;MinMp9;MinMp10;WHfp1;WHfp1_2;WHfp2;WHfp3;WHfp4;WHfp5;WHfp6;WHfp7;WHfp8;WHfp9;WHfp10;BLKfp1;BLKfp1_2;BLKfp2;BLKfp3;BLKfp4;BLKfp5;BLKfp6;BLKfp7;BLKfp8;BLKfp9;BLKfp10;HISPfp1;HISPfp1_2;HISPfp2;HISPfp3;HISPfp4;HISPfp5;HISPfp6;HISPfp7;HISPfp8;HISPfp9;HISPfp10;AIANfp1;AIANfp1_2;AIANfp2;AIANfp3;AIANfp4;AIANfp5;AIANfp6;AIANfp7;AIANfp8;AIANfp9;AIANfp10;nhopifp1;nhopifp1_2;nhopifp2;nhopifp3;nhopifp4;nhopifp5;nhopifp6;nhopifp7;nhopifp8;nhopifp9;nhopifp10;asianfp1;asianfp1_2;asianfp2;asianfp3;asianfp4;asianfp5;asianfp6;asianfp7;asianfp8;asianfp9;asianfp10;tomrfp1;tomrfp1_2;tomrfp2;tomrfp3;tomrfp4;tomrfp5;tomrfp6;tomrfp7;tomrfp8;tomrfp9;tomrfp10;MinFp1;MinFp1_2;MinFp2;MinFp3;MinFp4;MinFp5;MinFp6;MinFp7;MinFp8;MinFp9;MinFp10;WHtp1;WHtp1_2;WHtp2;WHtp3;WHtp4;WHtp5;WHtp6;WHtp7;WHtp8;WHtp9;WHtp10;BLKtp1;BLKtp1_2;BLKtp2;BLKtp3;BLKtp4;BLKtp5;BLKtp6;BLKtp7;BLKtp8;BLKtp9;BLKtp10;HISPtp1;HISPtp1_2;HISPtp2;HISPtp3;HISPtp4;HISPtp5;HISPtp6;HISPtp7;HISPtp8;HISPtp9;HISPtp10;AIANtp1;AIANtp1_2;AIANtp2;AIANtp3;AIANtp4;AIANtp5;AIANtp6;AIANtp7;AIANtp8;AIANtp9;AIANtp10;nhopitp1;nhopitp1_2;nhopitp2;nhopitp3;nhopitp4;nhopitp5;nhopitp6;nhopitp7;nhopitp8;nhopitp9;nhopitp10;asiantp1;asiantp1_2;asiantp2;asiantp3;asiantp4;asiantp5;asiantp6;asiantp7;asiantp8;asiantp9;asiantp10;tomrtp1;tomrtp1_2;tomrtp2;tomrtp3;tomrtp4;tomrtp5;tomrtp6;tomrtp7;tomrtp8;tomrtp9;tomrtp10;MinTp1;MinTp1_2;MinTp2;MinTp3;MinTp4;MinTp5;MinTp6;MinTp7;MinTp8;MinTp9;MinTp10;MTp1;MTp1_2;MTp2;MTp3;MTp4;MTp5;MTp6;MTp7;MTp8;MTp9;MTp10;FTp1;FTp1_2;FTp2;FTp3;FTp4;FTp5;FTp6;FTp7;FTp8;FTp9;FTp10;PTOTAL1;PTOTAL1_2;PTOTAL2;PTOTAL3;PTOTAL4;PTOTAL5;PTOTAL6;PTOTAL7;PTOTAL8;PTOTAL9;PTOTAL10;CBSA_LABEL;FIRMS;pctofst
10180;120;162;2254;1275;2531;3154;1187;1262;2364;4401;19688;1098;128;624;384;1067;580;1039;1093;976;1364;7906;651;34;1630;891;1464;2574;148;169;1388;3037;11782;447;153;1933;947;1687;2220;884;755;1184;2423;13105;919;121;543;273;736;378;761;673;558;725;5315;547;32;1390;674;951;1842;123;82;626;1698;7790;372;3;60;69;179;172;41;98;186;544;1393;41;1;13;26;89;43;35;88;81;197;597;24;2;47;43;90;129;6;10;105;347;796;17;6;173;217;580;649;233;389;938;1274;4576;117;6;51;69;207;129;215;316;313;392;1770;72;0;122;148;373;520;18;73;625;882;2806;45;0;65;15;39;35;13;6;17;61;258;7;0;10;7;14;9;12;6;9;17;85;1;0;55;8;25;26;1;0;8;44;173;6;0;6;14;14;41;7;5;15;11;121;8;0;2;6;8;7;7;4;7;2;46;3;0;4;8;6;34;0;1;8;9;75;5;0;4;2;7;3;1;1;1;10;30;1;0;3;1;0;1;1;1;1;6;15;1;0;1;1;7;2;0;0;0;4;15;0;0;13;11;25;34;8;8;23;78;205;5;0;2;2;13;13;8;5;7;25;78;3;0;11;9;12;21;0;3;16;53;127;2;9;321;328;844;934;303;507;1180;1978;6583;179;2;240;217;513;732;25;87;762;1339;3992;75;7;81;111;331;202;278;420;418;639;2591;104;74.6914;49.8179;24.0905;21.4118;29.0794;11.9848;64.1112;53.3281;23.6041;16.4735;26.9961;0.6173;2.1858;0.5768;2.0392;3.5164;1.3633;2.9486;6.9731;3.4264;4.4763;3.0323;3.7037;6.5574;2.2626;5.4118;8.1786;4.09;18.1129;25.0396;13.2403;8.9071;8.9902;0;0.2732;0.0887;0.4706;0.3161;0.2219;0.5897;0.317;0.2961;0.0454;0.2336;0;0.0911;0.1331;0.0784;0;0.0317;0.0842;0.0792;0.0423;0.1363;0.0762;0;0.0911;0.4437;0.549;0.5531;0.2854;1.011;0.4754;0.3807;0.3863;0.4317;0;0.2732;0.0887;0.1569;0.5136;0.4122;0.674;0.3962;0.2961;0.5681;0.3962;4.321;9.4718;3.5936;8.7059;13.0778;6.4046;23.4204;33.2805;17.6819;14.5194;13.1603;19.7531;33.8798;61.6681;52.8627;37.5741;58.402;10.3623;6.4976;26.4805;38.5821;39.5672;1.2346;1.5483;2.0852;3.3725;3.5559;4.09;0.5055;0.7924;4.4416;7.8846;4.0431;0;4.0984;5.4126;11.6078;14.7373;16.487;1.5164;5.7845;26.4382;20.0409;14.2523;0;0.4554;0.1775;0.6275;0.2371;1.078;0;0.0792;0.3384;0.2045;0.3809;0;0;0.0444;0.0784;0.2766;0.0634;0;0;0;0.0909;0.0762;0;0.5464;2.4401;0.6275;0.9878;0.8244;0.0842;0;0.3384;0.9998;0.8787;0;0.1821;0.488;0.7059;0.4741;0.6658;0;0.2377;0.6768;1.2043;0.6451;1.2346;6.8306;10.6477;17.0196;20.2687;23.2086;2.1061;6.8938;32.2335;30.4249;20.2763;94.4444;83.6976;85.7587;74.2745;66.6535;70.3868;74.4735;59.8257;50.0846;55.0557;66.5634;1.8519;3.7341;2.6619;5.4118;7.0723;5.4534;3.4541;7.7655;7.868;12.3608;7.0754;3.7037;10.6557;7.6752;17.0196;22.9158;20.577;19.6293;30.8241;39.6785;28.948;23.2426;0;0.7286;0.2662;1.098;0.5531;1.2999;0.5897;0.3962;0.6345;0.2499;0.6146;0;0.0911;0.1775;0.1569;0.2766;0.0951;0.0842;0.0792;0.0423;0.2272;0.1524;0;0.6375;2.8838;1.1765;1.5409;1.1097;1.0952;0.4754;0.7191;1.386;1.3104;0;0.4554;0.5768;0.8627;0.9878;1.078;0.674;0.6339;0.9729;1.7723;1.0412;5.5556;16.3024;14.2413;25.7255;33.3465;29.6132;25.5265;40.1743;49.9154;44.9443;33.4366;79.0123;59.2896;27.6841;30.1176;42.1573;18.3893;87.5316;86.6086;41.286;30.993;40.1564;20.9877;40.7104;72.3159;69.8824;57.8427;81.6107;12.4684;13.3914;58.714;69.007;59.8436;100;100;100;100;100;100;100;100;100;100;100;Abilene, TX;94;13.541243397
10420;668;2728;22041;7570;13297;15997;5858;11750;12700;19653;121422;9828;1862;9434;3658;6198;3076;5244;9443;8361;7229;60965;6460;866;12607;3912;7099;12921;614;2307;4339;12424;60457;3368;2573;19941;6437;11506;13267;5245;9546;10536;13980;102065;9034;1759;8531;3179;5513;2605;4743;7785;6915;5171;52182;5981;814;11410;3258;5993;10662;502;1761;3621;8809;49883;3053;77;1049;890;1395;2284;421;1628;1527;4456;14230;503;43;331;321;500;363;345;1229;988;1463;5857;274;34;718;569;895;1921;76;399;539;2993;8373;229;23;248;72;167;192;72;216;323;556;2008;139;21;134;56;93;55;65;191;249;269;1233;100;2;114;16;74;137;7;25;74;287;775;39;42;694;113;97;101;84;237;192;354;2029;115;34;384;69;38;24;57;163;126;216;1196;85;8;310;44;59;77;27;74;66;138;833;30;5;21;9;25;38;11;27;36;50;233;11;3;12;6;12;6;11;19;27;17;120;7;2;9;3;13;32;0;8;9;33;113;4;0;11;8;15;8;6;47;39;33;173;6;0;5;6;6;2;5;19;20;12;78;3;0;6;2;9;6;1;28;19;21;95;3;8;77;41;92;107;19;49;47;224;684;20;2;37;21;36;21;18;37;36;81;299;10;6;40;20;56;86;1;12;11;143;385;10;155;2100;1133;1791;2730;613;2204;2164;5673;19357;794;52;1197;654;1106;2259;112;546;718;3615;10574;315;103;903;479;685;471;501;1658;1446;2058;8783;479;64.4795;60.8567;38.7051;41.9947;41.4605;16.2843;80.9662;66.2553;54.4488;26.3115;42.9757;1.5762;2.788;1.5017;4.2404;3.7602;2.2692;5.8894;10.4596;7.7795;7.4442;4.8237;0.7698;1.0175;0.608;0.7398;0.6994;0.3438;1.1096;1.6255;1.9606;1.3687;1.0155;0.11;0.0712;0.0544;0.0793;0.0902;0.0375;0.1878;0.1617;0.2126;0.0865;0.0988;0;0.0305;0.0227;0.0793;0.0451;0.0125;0.0854;0.1617;0.1575;0.0611;0.0642;1.2463;0.8649;1.7422;0.9115;0.2858;0.15;0.973;1.3872;0.9921;1.0991;0.985;0.0733;0.1018;0.1679;0.2774;0.2707;0.1313;0.3073;0.3149;0.2835;0.4122;0.2462;3.7757;4.8738;4.0969;6.3276;5.1515;2.9443;8.5524;14.1106;11.3858;10.4717;7.2335;29.8387;31.0643;51.7672;43.0383;45.0703;66.65;8.5695;14.9872;28.5118;44.8227;41.0823;1.2463;2.3301;3.2576;7.5165;6.7308;12.0085;1.2974;3.3957;4.2441;15.2292;6.8958;0.0733;0.3968;0.5172;0.2114;0.5565;0.8564;0.1195;0.2128;0.5827;1.4603;0.6383;0.0733;0.0407;0.0408;0.0396;0.0978;0.2;0;0.0681;0.0709;0.1679;0.0931;0;0.0305;0.0272;0.0264;0.0677;0.0375;0.0171;0.2383;0.1496;0.1069;0.0782;0.2933;0.3053;1.4065;0.5812;0.4437;0.4813;0.4609;0.6298;0.5197;0.7022;0.686;0.2199;0.1018;0.1815;0.2642;0.4211;0.5376;0.0171;0.1021;0.0866;0.7276;0.3171;1.9062;3.2051;5.4308;8.6394;8.3177;14.1214;1.9119;4.6468;5.6535;18.3941;8.7085;94.3182;91.921;90.4723;85.033;86.5308;82.9343;89.5357;81.2426;82.9606;71.1342;84.0581;2.8226;5.118;4.7593;11.7569;10.4911;14.2777;7.1868;13.8553;12.0236;22.6734;11.7195;0.8431;1.4143;1.1252;0.9511;1.2559;1.2002;1.2291;1.8383;2.5433;2.8291;1.6537;0.1833;0.1119;0.0953;0.1189;0.188;0.2375;0.1878;0.2298;0.2835;0.2544;0.1919;0;0.0611;0.0499;0.1057;0.1128;0.05;0.1024;0.4;0.3071;0.1679;0.1425;1.5396;1.1701;3.1487;1.4927;0.7295;0.6314;1.4339;2.017;1.5118;1.8013;1.671;0.2933;0.2035;0.3493;0.5416;0.6919;0.6689;0.3243;0.417;0.3701;1.1398;0.5633;5.6818;8.079;9.5277;14.967;13.4692;17.0657;10.4643;18.7574;17.0394;28.8658;15.9419;68.2551;65.7306;42.8021;48.3223;46.612;19.2286;89.5186;80.366;65.8346;36.7832;50.2092;31.7449;34.2694;57.1979;51.6777;53.388;80.7714;10.4814;19.634;34.1654;63.2168;49.7908;100;100;100;100;100;100;100;100;100;100;100;Akron, OH;422;6.5004694372
10500;107;160;2934;1834;1777;1765;1362;3285;1252;2836;18359;1154;114;789;670;610;342;1286;2468;760;1064;8844;741;46;2145;1164;1167;1423;76;817;492;1772;9515;413;103;1700;598;676;729;870;1437;283;535;7686;755;90;482;333;301;125;847;1181;209;243;4316;505;13;1218;265;375;604;23;256;74;292;3370;250;55;1114;1209;1064;989;435;1790;936;2027;9977;358;23;243;321;299;207;382;1240;526;655;4103;207;32;871;888;765;782;53;550;410;1372;5874;151;1;33;16;17;28;42;31;22;24;235;21;1;18;12;3;4;42;28;22;6;150;14;0;15;4;14;24;0;3;0;18;85;7;1;75;7;8;12;3;9;2;12;143;14;0;41;3;3;3;3;5;0;1;69;10;1;34;4;5;9;0;4;2;11;74;4;0;6;2;2;4;7;17;2;1;42;1;0;2;0;1;3;7;13;0;1;28;1;0;4;2;1;1;0;4;2;0;14;0;0;4;0;0;1;3;0;0;0;9;1;0;3;0;0;0;3;0;0;0;7;1;0;1;0;0;1;0;0;0;0;2;0;0;2;2;10;2;2;1;7;237;267;4;0;0;1;3;0;2;1;3;158;171;3;0;2;1;7;2;0;0;4;79;96;1;57;1234;1236;1101;1036;492;1848;969;2301;10673;399;33;927;899;792;819;53;561;418;1480;6145;163;24;307;337;309;217;439;1287;551;821;4528;236;56.25;43.7608;16.4281;18.157;16.9387;7.0822;62.188;35.9513;16.6933;8.5684;23.5089;14.375;17.9376;8.2822;17.5027;16.8261;11.728;28.047;37.7473;42.0128;23.0959;22.3487;0.625;1.2132;0.6135;0.6543;0.1688;0.2266;3.0837;0.8524;1.7572;0.2116;0.817;0;0.0867;0.0682;0;0.0563;0.17;0.514;0.3957;0;0.0353;0.1525;0;0.0867;0.1022;0;0;0;0.2203;0;0;0;0.0381;0;0.8666;1.3974;0.1636;0.1688;0.17;0.2203;0.1522;0;0.0353;0.3758;0;0.26;0;0.0545;0.1688;0;0.1468;0.0304;0.2396;5.5712;0.9314;15;20.4506;10.4635;18.3751;17.3889;12.2946;32.232;39.1781;44.0096;28.9492;24.6637;8.125;21.6638;41.5133;14.4493;21.103;34.221;1.6887;7.793;5.9105;10.2962;18.3561;20;13.0849;29.6864;48.4188;43.0501;44.3059;3.8913;16.7428;32.7476;48.378;31.9952;0;0.6066;0.5112;0.2181;0.7878;1.3598;0;0.0913;0;0.6347;0.463;0;0;0.1363;0.1091;0.0563;0.0567;0;0.1218;0.1597;0;0.0763;0;0;0.0341;0;0;0.0567;0;0;0;0;0.0109;0.625;0.3466;1.1588;0.2181;0.2814;0.5099;0;0.1218;0.1597;0.3879;0.4031;0;0.0867;0.0682;0.0545;0.3939;0.1133;0;0;0.3195;2.7856;0.5229;20.625;14.1248;31.5951;49.0185;44.5695;46.4023;3.8913;17.0776;33.3866;52.1862;33.4713;64.375;65.4246;57.9414;32.6063;38.0416;41.3031;63.8767;43.7443;22.6038;18.8646;41.865;34.375;31.0225;37.9686;65.9215;59.8762;56.034;31.9383;54.4901;74.7604;71.4739;54.3439;0.625;1.8198;1.1247;0.8724;0.9567;1.5864;3.0837;0.9437;1.7572;0.8463;1.28;0;0.0867;0.2045;0.1091;0.1125;0.2266;0.514;0.5175;0.1597;0.0353;0.2288;0;0.0867;0.1363;0;0;0.0567;0.2203;0;0;0;0.049;0.625;1.2132;2.5562;0.3817;0.4502;0.6799;0.2203;0.274;0.1597;0.4231;0.7789;0;0.3466;0.0682;0.1091;0.5627;0.1133;0.1468;0.0304;0.5591;8.3568;1.4543;35.625;34.5754;42.0586;67.3937;61.9584;58.6969;36.1233;56.2557;77.3962;81.1354;58.135;71.25;64.2114;26.8916;36.5322;34.3275;19.3768;94.42;75.1294;60.7029;37.5176;48.1726;28.75;35.7886;73.1084;63.4678;65.6725;80.6232;5.58;24.8706;39.2971;62.4824;51.8274;100;100;100;100;100;100;100;100;100;100;100;Albany, GA;93;16.602211449
10580;718;2526;31407;8879;19423;20403;6934;9984;8049;20959;139991;11427;1779;13503;4293;9607;4493;6558;8778;6262;8231;70254;6750;747;17904;4586;9816;15910;376;1206;1787;12728;69737;4677;2356;27071;7514;16359;17397;6452;8405;6276;14307;116710;10573;1658;11298;3701;8177;3693;6128;7562;4925;5608;58994;6244;698;15773;3813;8182;13704;324;843;1351;8699;57716;4329;31;1091;700;1558;1760;258;759;892;4442;11889;398;16;411;259;750;452;226;648;686;1677;5321;196;15;680;441;808;1308;32;111;206;2765;6568;202;45;596;207;668;661;120;368;594;1170;4641;212;33;296;102;293;173;105;282;436;536;2404;148;12;300;105;375;488;15;86;158;634;2237;64;87;2419;386;440;373;57;268;136;645;4990;179;67;1395;197;213;119;52;183;93;267;2714;128;20;1024;189;227;254;5;85;43;378;2276;51;3;62;25;104;56;29;70;30;162;562;21;2;30;10;41;16;29;42;24;52;256;10;1;32;15;63;40;0;28;6;110;306;11;1;34;8;33;33;4;37;25;56;238;7;0;11;5;15;9;4;20;15;15;95;1;1;23;3;18;24;0;17;10;41;143;6;3;134;39;261;123;14;77;96;177;961;37;3;62;19;118;31;14;41;83;76;470;23;0;72;20;143;92;0;36;13;101;491;14;170;4336;1365;3064;3006;482;1579;1773;6652;23281;854;49;2131;773;1634;2206;52;363;436;4029;12021;348;121;2205;592;1430;800;430;1216;1337;2623;11260;506;65.6374;54.6425;35.9729;41.6826;42.0996;18.1003;88.3761;75.7412;61.1877;26.757;42.1413;0.6334;1.7152;1.3086;2.917;3.8614;2.2154;3.2593;6.4904;8.5228;8.0013;3.801;1.3064;1.2952;0.9425;1.1488;1.5085;0.8479;1.5143;2.8245;5.4168;2.5574;1.7173;0.0792;0.0875;0.0955;0.1126;0.2111;0.0784;0.4182;0.4207;0.2982;0.2481;0.1829;0;0.0088;0.035;0.0563;0.0772;0.0441;0.0577;0.2003;0.1864;0.0716;0.0679;2.6524;1.1202;4.4417;2.2187;1.0966;0.5832;0.7499;1.8329;1.1554;1.2739;1.9387;0.1188;0.2013;0.1974;0.214;0.6075;0.1519;0.2019;0.4107;1.0312;0.3626;0.3357;4.7902;4.4281;7.0207;6.6674;7.3624;3.921;6.2013;12.1795;16.6108;12.5149;8.0434;27.6326;37.884;50.2213;42.944;42.1253;67.1666;4.6726;8.4435;16.7847;41.5048;41.2284;0.5938;1.7677;2.1651;4.9668;4.16;6.4108;0.4615;1.1118;2.5593;13.1924;4.6917;0.4751;0.5601;0.9552;1.1826;1.9307;2.3918;0.2163;0.8614;1.963;3.025;1.598;0.0396;0.0963;0.1019;0.1689;0.3244;0.196;0;0.2804;0.0745;0.5248;0.2186;0.0396;0.0525;0.0732;0.0338;0.0927;0.1176;0;0.1703;0.1242;0.1956;0.1021;0.7918;0.4463;3.2604;2.1286;1.1687;1.2449;0.0721;0.8514;0.5342;1.8035;1.6258;0;0.1225;0.2292;0.2253;0.7362;0.4509;0;0.3606;0.1615;0.4819;0.3507;1.9398;3.0454;6.7851;8.7059;8.4127;10.8121;0.7499;3.6358;5.4168;19.2232;8.587;93.27;92.5265;86.1942;84.6266;84.2249;85.2669;93.0487;84.1847;77.9724;68.2618;83.3696;1.2272;3.483;3.4737;7.8838;8.0214;8.6262;3.7208;7.6022;11.0821;21.1938;8.4927;1.7815;1.8553;1.8977;2.3313;3.4392;3.2397;1.7306;3.6859;7.3798;5.5823;3.3152;0.1188;0.1838;0.1974;0.2816;0.5354;0.2745;0.4182;0.7011;0.3727;0.7729;0.4015;0.0396;0.0613;0.1083;0.0901;0.1699;0.1617;0.0577;0.3706;0.3106;0.2672;0.17;3.4442;1.5665;7.7021;4.3473;2.2654;1.8282;0.822;2.6843;1.6897;3.0774;3.5645;0.1188;0.3238;0.4267;0.4392;1.3438;0.6029;0.2019;0.7712;1.1927;0.8445;0.6865;6.73;7.4735;13.8058;15.3734;15.7751;14.7331;6.9513;15.8153;22.0276;31.7382;16.6304;70.4276;59.0706;42.9936;48.35;49.462;22.0213;94.5774;87.9207;77.7985;39.2719;50.1847;29.5724;40.9294;57.0064;51.65;50.538;77.9787;5.4226;12.0793;22.2015;60.7281;49.8153;100;100;100;100;100;100;100;100;100;100;100;Albany-Schenectady-Troy, NY;438;5.7989442178
